fish_names,fish_prices in EUR,pictures,special
"Rostpanzerwels, Corydoras rabauti",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83247/middle/83247-rostpanzerwels-Corydoras-rabauti.jpg,
"Rostroter-Maulbrüter, Iodotropheus sprengerae, DNZ",18.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86305/middle/Rostroter-Maulbrueter-Iodotropheus-sprengerae.jpg,Neuheit
"Rotaugen-Moenkhausia, Moenkhausia sanctaefilomenae",2.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10797/middle/Rotaugen-Moenkhausia-Moenkhausia-sanctaefilomenae.jpg,
"Rotblauer Kolumbianer, Hyphessobrycon columbianus",3.19,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80051/middle/80051-Rotblauer-Kolumbianer-Hyphessobrycon-columbianus.jpg,
"Rotbrust-Messerbuntbarsch, Dimidiochromis strigatus, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100176/middle/Dimidiochromis-strigatus--1-6.jpg,
"Roter Antennenwels, Ancistrus sp. LDA 16, DNZ",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80069/middle/80069-Roter-Antennenwels--Ancistrus-sp--LDA-16.jpg,
"Roter Buntbarsch, Hemichromis stellifer sp. ""Gabun""",18.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82865/middle/Roter-Buntbarsch-Hemichromis-stellifer--sp-Gabun-1.jpg,
"Roter Hexenwels, Rineloricaria spec.",21.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80047/middle/Roter-Hexenwels-Rineloricaria-spec-red.jpg,
"Roter Honiggurami, Colisa chuna",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85021/middle/Roter-Honiggurami-Colisa-labiosa-neu.jpg,
"Roter Korallenplaty, Xiphophorus maculatus",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9515/middle/Xiphophorus-maculatus-Korallenplaty-5.jpg,
"Roter Lyra-Leopard Molly, Poecilia velifera (Gabelschwanz)",5.29,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102926/middle/Poecilia-velifera-Leopard-Rot-Gabel.jpg,Neuheit
"Roter Neon M, Paracheirodon axelrodi, NZ",1.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10824/middle/10824-Roter-Neon-M-Paracheirodon-axelrodi.jpg,
"Roter Schwertträger Albino, Xiphophorus helleri rot Albino",4.74,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101673/middle/Schwerttraeger-Xiphophorus-helleri-Rot-Albino-7.jpg,Neuheit
"Roter Schwertträger Mickey Mouse, Xiphophorus helleri",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101674/middle/Xiphophorus-helleri-Rot-Micky-Maus-5.jpg,Neuheit
"Roter Schwertträger, Xiphophorus helleri",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10803/middle/Roter-Schwerttraeger-Xiphophorus-helleri.jpg,
"Roter von Rio, Hyphessobrycon flammeus, DNZ Super Rot!",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8855/middle/8855-Roter-von-Rio--Hyphessobrycon-flammeus.jpg,
"Roter Wagtail-Platy, Xiphophorus maculatus",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9529/middle/9529-Roter-Wagtail-Platy-Xiphophorus-maculatus.jpg,
"Roter Wagtail-Schwertträger, Xiphophorus helleri",4.24,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80107/middle/80107-Roter-Wagtail-Schwerttraeger--Xiphophorus-helleri.jpg,
"Roter Zebrabuntbarsch, Pseudotropheus estherae ""rot-rot"", DNZ",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85011/middle/80031-Maylandia-estherae-rot-rot-1.jpg,
"Roter-Turkana-Buntbarsch, Hemichromis exsul",18.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100709/middle/Roter-Turkana-Buntbarsch-Hemichromis-exsul.jpg,
"Rotflossen-Glassalmler, Prionobrama filigera",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80211/middle/80211-Rotflossen-Glassalmler--Prionobrama-filigera.jpg,
"Rotflossen-Tigerschmerle, Syncrossus berdmorei",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86605/middle/Tigerschmerle-syncrossus-berdmorei2.jpg,
"Rotkeil-Augenfleckbuntbarsch, Heros efasciatus ""Red Shoulder""",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81119/middle/Rotkeil-Augenfleckbuntbarsch-Heros-efasciatus-Red-Shoulder-1.jpg,
"Rotkopf-Erdfresser, Geophagus sp. RIO TAPAJOS",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81939/middle/Rotkopf-Erdfresser-Geophagus-sp-TAPAJOS-1.jpg,
"Rotkopforanda, Carassius auratus, 4-5 cm (Kaltwasser)",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11442/middle/11442-Rotkopforanda--Carassius-auratus--4-5-cm--Kaltwass.jpg,
"Rotstirn-Maulbrüter, Pseudotropheus perspicax NDUMBI RED TOP, DNZ",22.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86312/middle/Pseudotropheus-perspicax-NDUMBI-RED-TOP-4.jpg,Neuheit
"Rotstrich-Zwergbuntbarsch, Apistogramma hongsloi, DNZ",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84092/middle/Apistogramma-hongsloi-Rotstrich-Zwergbuntbarsch.jpg,
"Rubinbarbe, Puntius ticto",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9208/middle/Rubinbarbe--Puntius-ticto.jpg,
"Rubinbärbling, Danio choprae",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80086/middle/Rubinbaerbling-Danio-choprae.jpg,
"Rubinsalmler, Aphyocharax rathbuni",3.69,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/15295/middle/Aphyocharax-rathbuni.jpg,
"Rückenschwimmder Zebrakongowels, Synodontis sp. aff. nigriventris ZEBRA KUTU",11.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102959/middle/Synodontis-ZEBRA-KUTU-3-jpg.jpg,
"Rückenschwimmender Kongowels, Synodontis nigriventris",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82861/middle/82861-Synodontis-nigriventris.jpg,
"Salvator-Kärpfling, Poecilia salvatoris",6.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100574/middle/Salvator-Kaerpfling-Poecilia-salvatoris-2.jpg,
"Sandcichlide Kekese, Xenotilapia ochrogenys Kekese",28.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100262/middle/Xenotilapia-bathyphilus-Kekese-4.jpg,Neuheit
"Sandtaucher, Fossorochromis rostratum, DNZ",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80284/middle/80284-Sandtaucher-Fossorochromis-rostratum-Nachzucht-7-9.jpg,
"Sattelfleckbuntbarsch, Guianacara owroewefi",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100692/middle/Sattelfleckbuntbarsch-Guianacara-owroewefi-1.jpg,
"Saulosi Zebramaulbrüter, Pseudotropheus saulosi ""korallenrot""",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85016/middle/Pseudotropheus-saulosi-Zebramaulbrueter-2.jpg,
"Schabemaul-Buntbarsch, Labeotropheus trewavasae ""OB""",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80285/middle/80285-Schabemaul-Bunbarsch-Labeotropheus-trewavasae-OB-N.jpg,
"Schachbrettschmerle, Botia sidthimunki",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8821/middle/Schachbrettschmerle-Botia-sidthimunki-1.jpg,
"Scharlachroter Zwergblaubarsch, Dario dario (Minifisch)",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/14967/middle/14967-Scharlachroter-Zwergblaubarsch--Dario-dario--Minif.jpg,
"Schilfsalmler, Hyphessobrycon elachys",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/87107/middle/Schilfsalmler-Hyphessobrycon-elachys.jpg,
"Schillerbärbling, Brachydanio albolineatus DNZ 2-3cm",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80168/middle/80168-Schillerbaerbling--Brachydanio-albolineatus.jpg,
"Schleie, Tinca tinca, 7-10 cm (Kaltwasser)",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82058/middle/82058-Schleie-Tinca-tinca-7-10-cm-Kaltwasser.jpg,
"Schleier-Bitterlingsbarbe, Puntius titteya",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101161/middle/Schleier-Bitterlingsbarbe-Puntius-titteya-1.jpg,
"Schleier-Prachtbarbe, Puntius conchonius",5.89,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85133/middle/Schleier-Prachtbarbe-Puntius-conchonius.jpg,
"Schleierkardinal, Tanichthys albonubes, DNZ",4.25,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85061/middle/Tanichthys-albonubes-linni.jpg,
"Schmetterlingsbuntbarsch Electric Blue, Mikrogeophagus ramirezi, DNZ",16.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/15007/middle/15007-Schmetterlingsbuntbarsch-Electric-Blue--Mikrogeoph.jpg,
"Schmuckflossen-Fiederbartwels, Synodontis eupterus",8.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82689/middle/Schmuckflossen-Fiederbartwels-Synodontis-eupterus.jpg,
"Schnecken-Nanderbuntbarsch Sumbu Shell, Altolamprologus compressiceps Sumbu Shell",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100225/middle/Altolamprologus-compressiceps-SUMBU-Shell--ft-AFT038.jpg,Neuheit
"Schneckenbuntbarsch gold, Lamprologus ocellatus, DNZ",14.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84988/middle/Schneckenbuntbarsch-gold-Lamprologus-ocellatus-2.jpg,
"Schneckenbuntbarsch Silver Tip, Lamprologus ocellatus Silver Tip, DNZ",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100249/middle/Lamprologus-ocellatus-SILVER-Tip-2.jpg,Neuheit
"Schneckenbuntbarsch, Neolamprologus caudopunktatus, DNZ",14.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85035/middle/Schneckenbuntbarsch-Neolamprologus-caudopunktatus.jpg,
"Schneeball-Prachtharnischwels, L142 (LDA 33), Baryancistrus spec. Snowflake",82.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83342/middle/83342-L-142-Baryancistrus-spec--Snowflake.jpg,
"Schönflossen-Algenfresser, Epalzeorhynchus kallopterus",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85029/middle/Schoenflossen-Algenfresser-Epalzeorhynchus-kallop_1.jpg,
"Schraffierter Panzerwels, Corydoras elegans",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81036/middle/81036-Schraffierter-Panzerwels-Corydoras-elegans.jpg,
"Schwartz' Bänderpanzerwels, Corydoras schwartzii",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85041/middle/Corydoras-schwartzii.jpg,
"Schwarzband-Mühlsteinsalmler, Myleus schomburgkii (Variante 2) SCHMALER STREIFEN",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82897/middle/Myleus-schomburgkii-Variante-2.jpg,
"Schwarzblauer Skalar, Pterophyllum scalare",22.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/87113/middle/Schwarzblauer-Skalar-Pterophyllum-scalare-1.jpg,
"Schwarzer Hochflossen-Schwertträger, Xiphophorus helleri",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102924/middle/Xiphophorus-helleri-Schwarz-Hochflosse.jpg,Neuheit
"Schwarzer Metallpanzerwels, Corydoras aeneus BLACK VENEZUELA, DNZ!",13.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84363/middle/Corydoras-aeneus-BLACK-VENEZUELA.jpg,
"Schwarzer Neon, Hyphessobrycon herbertaxelrodi, DNZ",3.19,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10782/middle/Schwarzer-Neon-Hyphessobrycon-herbertaxelrodi.jpg,
"Schwarzer Perl-Nanderbuntbarsch, Altolamprologus calvus Black Pearl F1",19.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100221/middle/Altolamprologus-calvus-Black-pearl.jpg,Neuheit
"Schwarzer Phantomsalmler, Hyphessobrycon megalopterus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10080/middle/10080-Schwarzer-Phantomsalmler--Hyphessobrycon-megalopte.jpg,
"Schwarzer Skalar, Pterophyllum scalare 3-4cm",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8733/middle/8733-Schwarzer-Skalar-Pterophyllum-scalare.jpg,
"Schwarzweißer Schlankcichlide, Julidochromis transcriptus",12.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80316/middle/80316-Schwarzweisser-Schlankcichlide-Julidochromis-trans.jpg,
"Schwefelkopf-Aulonocara, Aulonocara maylandi, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80262/middle/80262-Schwefelkopf-Aulonocara-maylandi-Sulphur-Head-Peac.jpg,
"Schwefelkopfmaulbrüter, Otopharynx lithobates, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80152/middle/80152-Schwefelkopfmaulbrueter--Otopharynx-lithobates.jpg,
"Schwertträger Farb-Mix, Xiphophorus helleri",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85111/middle/Xiphophorus-helleri-Schwerttraeger-Mix-2.jpg,
"Schwertträger Komet Rot, Xiphophorus helleri",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85109/middle/Xiphophorus-helleri-Schwerttraeger-Komet-Rot-2.jpg,
"Sechsstreifen-Tilapia, Cynotilapia afra ""Jalo Reef"", DNZ",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84879/middle/Cynotilapia-afra-Jalo-Reef.jpg,
"Sechsstreifen-Tilapia, Cynotilapia afra cobue",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84880/middle/Sechsstreifen-Tilapia-Cynotilapia-afra-cobue.jpg,
"Shubunkin blue, Carassius auratus, (Kaltwasser)",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11434/middle/Shubunkin-blue-Carassius-auratus-7-10-cm-Kaltwasser.jpg,
"Siamesische Saugschmerle, Gyrinocheilus aymonieri, 4-5 cm",2.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9518/middle/9518-Siamesische-Saugschmerle-Natur-Gyrinocheilus-aymoni.jpg,
"Siamesischer Algenfresser, Crossocheilus siamensis",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8806/middle/8806-Siamesischer-Algenfresser--Crossocheilus-siamensis.jpg,
"Siamesischer Zwergbärbling, Trigonostigma somphongsi (Minifisch)",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101450/middle/Siamesischer-Zwergbaerblin-Trigonostigma-somphongsi-n2.jpg,Neuheit
"Sichelfleck-Zwergpanzerwels, Corydoras hastatus (Minifisch)",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16393/middle/16393-Sichelfleck-Zwergpanzerwels--Corydoras-haststus--M.jpg,
"Silber-Marmor-Molly, Poecilia sphenops",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84106/middle/Poecilia-sphenops-2.jpg,
"Silbermolly, Poecilia sphenops",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10793/middle/10793-Silbermolly--Poecilia-sphenops.jpg,
"Silberstreifen Panzerwels, Corydoras agassizi",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82893/middle/82893-Silberstreifen-Panzerwels-Corydoras-agassizi.jpg,
"Skalar Albino Goldstripe Diamant, Pterophyllum scalare",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101296/middle/Skalar-Albino-Goldstripe-Diamant-Pterophyllum-scalare-2.jpg,
"Skalar Gold, Pterophyllum scalare",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80049/middle/80049-Skalar-Gold--Pterophyllum-scalare.jpg,
"Skalar Mix, Pterophyllum scalare, Größe S",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84995/middle/Skalar-Mix.jpg,
"Skalar Mix, Pterophyllum scalare, Größe XL, DNZ",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80066/middle/80066-Skalar-Mix-XL--Pterophyllum-scalare.jpg,
"Skalar Platinum Marmor, Pterophyllum scalare, 4-5 cm, DNZ",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85400/middle/Pterophyllum-scalare-Platinum-Marble-2.jpg,
"Smaragd-Kampffisch, Betta smaragdina",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84348/middle/Smaragd-Kampffisch-Betta-smaragdina.jpg,
"Smaragdprachtbarsch, Pelvicachromis taeniatus Nigeria Red, 4-5 cm",18.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80071/middle/80071-Smaragdprachtbarsch--Pelvicachromis-taeniatus-Nige.jpg,
"Socolofs Kirschflecksalmler, Hyphessobrycon socolofi",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85609/middle/Kirschflecksalmler-Hyphessobrycon-socolofi-ft.jpg,
"Spiegelkarpfen, Cyprinus carpio (Kaltwasser)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81037/middle/81037-Spiegelkarpfen-Cyprinus-carpio-Kaltwasser.jpg,
"Starche-Creek-Regenbogenfisch, Melanotaenia maccullochi ""Starche Creek"", 5 Tiere",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100669/middle/Starche-Creek-Regenbogenfisch-Melanotaenia-maccullochi-Starche-Creek-2.jpg,
"Sterbas Panzerwels, gold, Corydoras sterbai, gold",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85043/middle/corydoras-sterbai-gold.jpg,
"Sternflecksalmler, Pristella maxillaris (Minifisch)",2.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83263/middle/83263-sternflecksalmler-Pristella-maxillaris.jpg,
"Störwels, Sturisoma aureum, 6-7 cm",41.69,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83270/middle/83270-stoerwels-Sturisoma-aureum.jpg,
"Stromlinien-Panzerwels, Corydoras Arcuatus, 2,5-3,5 cm",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85026/middle/Corydoras-arcuatus.jpg,
"Südamerikanischer Schmetterlingsbuntbarsch, Mikrogeophagus ramirezi, DNZ",8.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8735/middle/Suedamerikanischer-Schmetterlingsbuntbarsch-Mikrogeophagus-ramirezi-1.jpg,
"Sumatrabarbe orange, Barbus tetrazona",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100025/middle/Sumatrabarbe-orange-Barbus-tetrazona.jpg,
"Sumatrabarbe platinum, Barbus tetrazona",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100024/middle/Sumatrabarbe-platinum-Barbus-tetrazona-1.jpg,
"Sumatrabarbe, Barbus tetrazona, DNZ",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8602/middle/8602-Sumatrabarbe-Barbus-tetrazona.jpg,
"Sunset Platy Mickey Mouse, Xiphophorus maculatus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86610/middle/Sunset-Platy-Mickey-Mouse.jpg,Neuheit
"Sunshine Pleco, Sonnenwels, L14, Scobiancistrus aureatus",99.0,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83334/middle/83334-Sunshine-Pleco-Sonnenwels-L14-Scobiancistrus-aurea.jpg,
"Super-roter Antennenwels, Ancistrus sp. ""Super rot""",21.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81061/middle/81061-Super-roter-Antennenwels-Acistrus-sp-Super-rot.jpg,
"Tanganjika-Goldcichlide Top Orange, Neolamprologus leleupi Top Orange",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100256/middle/Neolamprologus-leleupi-Top-Orange.jpg,Neuheit
"Tanganjika-Goldcichlide, Neolamprologus leleupi, DNZ",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80312/middle/80312-Tanganjika-Goldcichlide-Neolamprologus-leleupi-Nac.jpg,
"Tanganjika-Traumcichlide, Enantiopus melanogenys ""Kilesa"", DNZ",27.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86319/middle/Traumcichlide-Enantiopus-melanogenys-Kilesa.jpg,Neuheit
"Teufelswels, Bagarius bagarius",89.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102938/middle/Teufelwels-bagarius-bagarius.jpg,Neuheit
"Thick Skin Cichlide, Haplochromis sp. Thick Skin CH44, DNZ",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80075/middle/80075-Thick-Skin-Cichlide--Haplochromis-sp--Thick-Skin-C.jpg,
"Tiger Endler Guppy, Poecilia wingei Tiger (Minifisch)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84354/middle/Tiger-Endler-Guppy-Poecilia-wingei-Tiger.jpg,
"Trauermantelsalmler, Gymnocorymbus ternetzi",1.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81949/middle/81949-Trauermantelsalmler-Gymnocorymbus-ternetzi.jpg,
"Tucanosalmler, Tucanoichthys tucano",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101677/middle/Tucano-salmler-Tucanoichthys-tucano-4.jpg,Neuheit
"Tüpfelbärbling, Danio nigrofasciatus",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86590/middle/Tuepfelbaerbling-danio-nigrofasciatus.jpg,Neuheit
"Tüpfelgrundel, Mogurnda mogurnda",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81932/middle/Tuepfelgrundel-Mogurnda-mogurnda-1.jpg,
"Türkis-Goldbarsch, Melanochromis auratus ""Albino"", Nachzucht, 4-5 cm",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80291/middle/80291-Tuerkis-Goldbarsch-Melanochromis-auratus-Albino.jpg,
"Türkis-Goldbarsch, Melanochromis auratus, DNZ",13.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80054/middle/80054-Tuerkis-Goldbarsch--Melanochromis-auratus.jpg,
"Victoria-Forellencichlide, Haplochromis thereutheurion, DNZ",21.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86316/middle/Haplochromis-thereutheurion.jpg,Neuheit
"Vielfarbiger Maulbrüter, Pseudocrenilabrus multicolor",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84091/middle/Vielfarbiger-Maulbrueter-Pseudocrenilabrus-multico.jpeg,
"Vierstreifen-Schlankcichlide, Julidochromis regani KIPILI, DNZ",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80143/middle/80143-Vierstreifen-Schlankcichlide--Julidochromis-regani.jpg,
"Wabenschilderwels, Glyptoperichthys gibbiceps, L165",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10784/middle/10784-Wabenschilderwels--Glyptoperichthys-gibbiceps.jpg,
"Wagtail Hochflossen-Schwertträger Rot, Xiphophorus helleri",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102950/middle/Xiphophorus-helleri-Wagtail-Rot-Hochflosse.jpg,Neuheit
"Weißer Antennenwels, Ancistrus sp. Weiß (Black Eyes)",29.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85044/middle/Weisser-Antennenwels-Ancistrus-sp-Weiss-L144.jpg,Top-Artikel
"Weisser NKAHLI-Labidochromis, Labidochromis spec. NKAHLI, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86298/middle/Weisser-NKALI-Labidochromis--Labidochromis-spec-NKA.jpg,Neuheit
"Weisser Trauermantelsalmler, Gymnocorymbus ternetzi WHITE",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83840/middle/weisser--trauermantelsalmler--Gymnocorymbus--ternet.jpg,
"Weißflossen-Schmucksalmler, Hyphessobrycon rosaceus White fin",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84351/middle/Weissflossen-Schmucksalmler--Hyphessobrycon-rosaceu.jpg,
"Weißlippen-Phenochilus, Placidochromis phenochilus mdoka, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86292/middle/Placidochromis-phenochilus-Mdoka-white-lips.jpg,Neuheit
"Wels L 091 Orangesaum-Rüsselzahnwels, Leporacanthicus triactis",59.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85064/middle/L-91-Leporacanthicus-triactis.jpg,
"Wels L 137, Peruanischer Cochliodonwels, Panaque sp. Bruno, 4-8 cm",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85069/middle/L-137-Panaque-sp--Bruno.jpg,
"Wels L136a Demini-Engelsharnischwels, Hypancistrus sp. KLEINE PUNKTE",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101668/middle/Hypancistrus-species-L136a.jpg,Neuheit
"Wels L136b Demini-Engelsharnischwels, Hypancistrus sp. GROSSE PUNKTE",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85068/middle/L-136-Hypancistrus-sp-.jpg,
"Wels L95 Rotbart-Tannenzapfenwels, Pseudorinelepsis pellegrini 9-12 cm",199.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85065/middle/L-095-Pseudorinelepis-pellegrini.jpg,
"Wimpelkarpfen, Myxocyprinus asiaticus (Kaltwasser & Warmwasser)",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80147/middle/80147-Wimpelkarpfen--Myxocyprinus-asiaticus.jpg,
"Wurzelwels, Trachelyopterus fisheri",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86651/middle/Wurzelwels--Trachelyopterus-fisheri.jpg,Neuheit
"Zaire-Flösselhecht, Polypterus delhezi",49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81927/middle/81927-Zaire-Floesselhecht-Polypterus-delhezi.jpg,
"Zebra-Harnischwels, Hypancistrus spec. L173b ""NEW ZEBRA"", 4-5 cm",69.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101661/middle/Hypancistrus-spec--L-173b-3.jpg,Neuheit
"Zebra-Skalar, Pterophyllum scalare",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8736/middle/Zebra-Skalar-Pterophyllum-scalare.jpg,
"Zebrabärbling, Brachydanio rerio",2.19,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8905/middle/Zebrabaerbling-Brachydanio-rerio.jpg,
"Zebraschmerle, Botia striata",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80187/middle/80187-Zebraschmerle--Botia-striata.JPG,
