fish_names,fish_prices in EUR,pictures,special
"Mindanaoensis-Grundel, Lentipes mindanaoensis, 1 Paar",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100093/middle/Mindanaoensis-Grundel-Lentipes-mindanaoensis-male-1.jpg,
"Mini-Hai, Arius jordani",26.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85020/middle/Arius-jordani.jpg,
"Moderlieschen, Leucaspius delineatus, DNZ, 5-7 cm (Kaltwasser)",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11561/middle/Moderlieschen-Leucaspius-delineatus-3-5-cm-Kaltwass.jpg,
"Mondfinsterniss-Stachelwels, Horabagrus brachysoma",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86647/middle/Horabagrus-brachysoma-7.jpg,Neuheit
"Mondplaty gold, Xiphophorus maculatus",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85090/middle/Xiphophorus-maculatus-Mondplaty-Gold.jpg,
"Mondschein-Fadenfisch, Trichogaster microlepis",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84112/middle/Trichogaster-microlepis-Mondscheinfadenfisch.jpg,
"Montezuma-Schwertträger, Xiphophorus montezumae",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84448/middle/Montezuma-Schwerttraeger-Xiphophorus-montezumae-.jpg,
"Mosquitorasbora, Boraras brigittae (Minifisch)",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8859/middle/Boraras-brigittae.jpeg,
"Mühlsteinsalmler, Myleus setiger",119.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100099/middle/Muehlsteinsalmler-Myleus-setiger-2.jpg,
"Nacht-Salmler, Semaprochiladas taeniurus",29.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83359/middle/83359-Nacht-Salmler-Semaprochiladas-taeniurus.jpg,
"Nadelfisch, Xenentodon cancila (ausgelist)",35.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81052/middle/81052-Xenentodon-cancila-X97105-1.jpg,
"Nanderbuntbarsch Kigoma, Altolamprologus compressiceps Kigoma",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100224/middle/Nanderbuntbarsch-Altolamprologus-compressiceps-Kigoma-5.jpg,Neuheit
"Narziss-Panzerwels, Corydoras narcissus",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83241/middle/83241-Narziss-panzerwels-Corydoras-narcissus.jpg,
"Nase, Chondrostoma nasus (Kaltwasser), DNZ , 7-10 cm",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81035/middle/81035-Chondrostoma-nasus-Kaltwasser.jpg,
"Nasenharnischwels, Hemiodontichtys acipensernius",35.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83337/middle/83337-Nasenharnischwels-Hemiodontichtys-acipensernius.jpg,
"Neon Schwertträger Wagtail, Xiphophorus helleri",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85106/middle/Xiphophorus-helleri-Wagtail-Schwerttraeger-Ananas.jpg,
"Neon, rot-gold, Paracheirodon axelrodi",6.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85046/middle/Paracheirodon-axelrodi-GOLD.jpg,
"Neon-Reisfisch, Oryzias woworae",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80151/middle/Neon-Reisfisch-Oryzias-woworae.jpg,
"Neongrundel, Stiphodon semoni, 1 Paar",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86812/middle/Neongrundel-Stiphodon-semoni-1.jpg,
"Neonsalmler gold, Paracheirodon innesi",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84442/middle/Neonsalmler-gold-XL-Paracheirodon-innesi.jpg,
"Nicaraguabuntbarsch, (ex. Cichlasoma) nicaraguense",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81809/middle/Nicaraguabuntbarsch-Cichlasoma-nicaraguense-neu-4.jpg,
"Nichols Maulbrüter, Pseudocrenilabrus nicholsi, DNZ",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85071/middle/Nichols-Maulbrueter-Pseudocrenilabrus-nicholsi-1.jpg,
"Nilkugelfisch, Tetraodon fahaka (lineatus)",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84443/middle/Nilkugelfisch-Tetraodon-fahaka-lineatus.jpg,
"Ninja-Tatia, Tatia musaica",79.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101537/middle/Ninja-Tatia--Tatia-musaica.jpg,Neuheit
"Nördlicher Langschnauzen-Panzerwels, Corydoras septentrionalis",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83249/middle/83249-langschnauzenpanzerwels-Corydoras-septentrionalis.jpg,
"Opal-Apistogramma, Apistogramma borelli ""Opal"" DNZ",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81030/middle/Opal-Apistogramma-Apistogramma-borelli-Opal.jpg,
"Opalflecken-Harnischwels, Ancistrini spec. L82, 4-5 cm",149.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101669/middle/Ancistrini-species-L082.jpg,Neuheit
"Oranda blau, Carassius auratus (Kaltwasser)",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82871/middle/82871-Oranda-blau-Carassius-auratus-4-5-cm-Kaltwasser.jpg,
"Oranda rot-schwarz, Carassius auratus (Kaltwasser)",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81057/middle/81057-Oranda-rot-schwarz-Carassius-auratus-4-5-cm-Kaltwa.jpg,
"Oranda rot-weiss, Carassius auratus (Kaltwasser)",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82873/middle/82873-Oranda-rot-weiss-Carassius-auratus-Kaltwasser.jpg,
"Oranda weiss, Carassius auratus (Kaltwasser)",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82874/middle/82874-Oranda-weiss-Carassius-auratus-4-5-cm-Kaltwasser.jpg,
"Orange-Breitband-Moorii, Tropheus moorii ""Bemba"", DNZ",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80319/middle/80319-Orange-Breitband-Moorii-Tropheus-moorii-Bemba-Nach.jpg,
"Orange-Otocinclus, Nannoptoma spec. orange",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101536/middle/Orange-Otocinclus--Nannoptoma-spec--orange2.jpg,Neuheit
"Orangeflossen-Grundel, Stiphodon maculidorsalis, 1 Paar",34.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100199/middle/Orangeflossen-Grundel-Stiphodon-maculidorsalis-1.jpg,
"Orangegürtel-Schmerle, Schistura balteata",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81048/middle/81048-Orangeguertel-Schmerle-Schistura-balteata.jpg,
"Orangensalmler, Hyphessobrycon cf. pulchripinnis BOLIVIA ORANGE, 5er Gruppe",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101402/middle/Orangensalmler--Hyphessobrycon-cf--pulchripinnis-BOLIVIA-ORANGE-1.jpeg,Neuheit
"Oranger Schmerlenpanzerwels, Aspidoras sp. C125 orange, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86967/middle/Oranger-Schmerlenpanzerwels-Aspidoras-sp-C125-orange-1.jpg,
"Oranger Schwertträger, Xiphophorus helleri marigold",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84103/middle/Xiphophorus-helleri-Schwerttraeger-Orange.jpg,
"Orangesaum-Prachtharnischwels, Baryancistrus xanthellus L18, 4-8 cm",49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80084/middle/80084-L-018-Baryancistrus-xanthellus-golden-nugget.jpg,
"Orinoko Zwergschilderwels, L 202, Peckoltia lineola",69.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85610/middle/Orinoko-Zwergschilderwels-L-202-Peckoltia-lineola.jpg,
"Orinoko-Tigerharnischwels, L199, Hypancistrus furunculus",59.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83330/middle/83330-L-199-Hypancistrus-furunculus-orinoko-Tigerharnisc.jpg,
"Ornatipinnis-Sandcichlide, Xenotilapia ornatipinnis",29.99,https://cdn02.plentymarkets.com/idwditcg5ajj/frontend/static/Platzhalter.jpg,
"Ostasiatischer Schlammpeitzger, Misgurnus anguillicaudatus, 12-15 cm (Kaltwasser)",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82054/middle/Asiatischer-Schlammpeitzger-Misgurnus-fossilis-12-15-cm-Kaltwasser.jpg,
"Palmqvists Prachtgrundkaerpfling, Nothobranchius palmquisti",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80150/middle/80150-Palmqvists-Prachtgrundkaerpfling--Nothobranchius-p.jpg,
"Panda-Platy, Xiphophorus maculatus",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85091/middle/Xiphophorus-maculatus-Pandaplaty-6.jpg,
"Pandaschmerle, Protomyzon pachychilus (Yaoshania pachychilus), NZ",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85598/middle/Protomyzon-pachychilus-Pandaschmerle.jpg,Neuheit
"Papyrus-Maulbrüter, Astatotilapia aeneocolor Yellow Belly, DNZ",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86317/middle/Haplochromis-aeneocolor-Astatotilapia-yellow-belly.jpg,Neuheit
"Paradiesfisch gold, Macropodus opercularis",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85009/middle/Macropodus-opercularis-Roter-Paradiesfisch.jpg,
"Parancistrus sp. Peppermint, L030, 5-7 cm",59.0,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83325/middle/83325-L030-Parancistrus-sp-PEPPERMINT.jpg,
"Parkinsons Regenbogenfisch, Melanotaenia parkinsoni",14.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20928/middle/20928-Parkinsons-Regenbogenfisch--Melanotaenia-parkinson.jpg,
"Payara, Hundezahnsalmler, Hydrolycus scomberoides",29.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84487/middle/Hydrolycus-scomberoides-Hundezahnsalmler-Payara.jpg,
"Pelewensis-Grundel, Stiphodon pelewensis, 1 Paar",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100096/middle/Pelewensis-Grundel-Stiphodon-pelewensis-male-1.jpg,
"Perlcichlide, Herichthys carpintis",11.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80192/middle/Perlcichlide-Herichthys-carpintis.jpg,
"Perlcichlide, Herichthys cyanoguttatus",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83852/middle/Perlcichlide--Herichthys--cyanoguttatus.jpg,
"Perlhuhn-Harnischwels, L262, Hypancistrus sp.",139.0,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83338/middle/83338-Perlhuhn-Harnischwels-L-262-Hypancistrus-sp.jpg,
"Perlhuhnwels, Synodontis angelicus",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84200/middle/Synodontis-angelicus-perlhuhnwels.jpg,
"Perlmutt-Erdfresser, Geophagus brasiliensis",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84144/middle/Geophagus-brasiliensis-Perlmutt-Erdfresser.jpg,
"Peru-Altum-Skalar, Pterophyllum cf. scalare peruensis, 4-5 cm",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80557/middle/80557-Peru-Altum-Skalar-Pterophyllum-cf-scalare-1.jpg,
"Peru-Krötenfisch, Potamobatrachus trispinosus",35.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81044/middle/81044-Peru-Kroetenfisch-Potamobatrachus-trispinosus.jpg,
"Pfauenaugenkärpfling, Micropoecilia picta",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80146/middle/80146-Pfauenaugenkaerpfling--Micropoecilia-picta.jpg,
"Pferdekopfschmerle, Acanthopsis choirorhynchus",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80101/middle/80101-Pferdekopfschmerle--Acanthopsis-choirorhynchus.jpg,
"Placidochromis spec. JALO REEF, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86309/middle/Placidochromis-spec-JALO-REEF.jpg,Neuheit
"Plakat Kampffisch Koi, Betta Plakat Koi, 1 Paar",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100107/middle/Plakat-Kampffisch-Koi-Betta-Plakat-Koi-Maennchen-1.jpg,
"Platinbeilbauch, Thoracocharax securis/stellatus",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81925/middle/81925-Platinbeilbauch-Thoracocharax-securis.jpg,
"Platy Gelb Tuxedo Komet, Xiphophorus maculatus",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86785/middle/Platy-Gelb-Tuxedo-Komet-Xiphophorus-maculatus.jpg,
"Platy Pfeffer & Salz, Xiphophorus maculatus",1.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80112/middle/80112-Platy-Pfeffer-und-Salz--Xiphophorus-maculatus.jpg,
"Platy Rot, Xiphophorus maculatus",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20942/middle/20942-Platy--Rot---Xiphophorus-maculatus.jpg,
"Platy Schwarz, Xiphophorus maculatus",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9530/middle/9530-Platy--Schwarz---Xiphophorus-maculatus.jpg,
"Platy silber-pink, Xiphophorus maculatus",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85141/middle/Platy-silber-pink-Xiphophorus-maculatus.jpg,
"Platy Tuxedo neon, Xiphophorus maculatus",1.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20911/middle/20911-Platy-Tuxedo-neon-Xiphophorus-maculatus.jpg,
"Pollis Flösselhecht, Polypterus polli",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85075/middle/Pollis-Floesselhecht-Polypterus-polli-1.jpg,
"Pracht-Fiederbartwels, Synodontis decorus",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84149/middle/Pracht-Fiederbartwels-Synodontis-decorus-neu.jpg,
"Pracht-Flossensauger, Sewellia lineolata",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80091/middle/80091-Pracht-Flossensauger--Sewellia-lineolata.jpg,
"Prachtbarbe rot, Puntius conchonius",5.89,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84617/middle/puntius-conchonius-Rot-prachtbarbe.jpg,
"Prachtkopfsteher, Anostomus anostomus",59.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84349/middle/Prachtkopfsteher-Anostomus-anostomus.jpg,
"Prachtregenbogenfisch, Iriatherina werneri",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10047/middle/Prachtregenbogenfisch-Iriatherina-werneri-n1.jpg,
"Prachtschmerle, Botia macracantha, 3-5 cm",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8926/middle/8926-Prachtschmerle--Botia-macracantha.jpg,
"Premium Paare Betta splendens, Kampffisch paarweise",29.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86717/middle/uebersichtsbild-Bettas-800px.jpg,
"Protomelas spilonotus ""Tanzania"", DNZ",32.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80299/middle/80299-Protomelas-similis-Tanzania-Nachzucht-7-9-cm-1.jpg,
"Protomelas steveni ""Tiger""",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80296/middle/80296-Protomelas-steveni-Tiger-Nachzucht-9-11-cm.jpg,
"Protomelas taeniolatus ""Boadzulu""",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85003/middle/Protomelas-taeniolatus-Boadzulu.jpg,
Pseudotropheus sp. Daktari,19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85014/middle/Pseudotropheus-sp-Daktari.jpg,
"Pucallpa-Zwergbuntbarsch, Apistogrammoides pucallpaensis",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84101/middle/Apistogrammoides-pucallpaensis-Pucallpa-Zwergbuntba.jpg,
"Punktierter Flossensauger, Gastromyzon punctulatus",10.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80035/middle/80035-Punktierter-Flossensauger-Gastromyzon-punctulatus.jpg,
"Punktierter Gebirgsharnischwels, Chaetostoma joropo, L148, 4-6 cm",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81944/middle/81944-Punktierter-Gebirgsharnischwels-Chaetostoma-L148.jpg,
"Punktierter Kaktuswels, L 160 Pseudacanthicus cf. spinosus, 10-12 cm",124.9,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83347/middle/83347-L-160-Pseudacanthicus-cf-spinosus-kaktuswels.jpg,
"Punktierter Kopfsteher, Chilodus punctatus",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20925/middle/Punktierter-Kopfsteher-Chilodus-punctatus.jpg,
"Purpurprachtbarsch, Pelvicachromis pulcher",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86607/middle/Purpurprachtbarsch-Pelviachromis-pulcher.jpg,
"Purpurschlankbarbe, Devario auropurpureus",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84366/middle/Purpurschlankbarbe--Devario-auropurpureus.jpg,
"Purpurziersalmler, Nannostomus mortenthaleri",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80149/middle/Nannostomus-mortenthaleri-FSWFT0165.jpg,
"Querbandhechtling, Epiplatys dageti dageti",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80138/middle/80138-Querbandhechtling--Epiplatys-dageti-dageti.jpg,
"Querstreifen-Zwergbärbling, Danio erythromicron (Minifisch)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20891/middle/Querstreifen-Zwergbaerbling-Danio-erythromicron.jpg,
"Quetzal-Buntbarsch, Cichlasoma synspilum, DNZ",13.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80042/middle/Paraneetroplus-melanurus-8.jpg,
"Rachows Prachtgrundkärpfling, Nothobranchius rachovii",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85221/middle/Nothobranchius-rachovii-FSWMY0953.jpg,
"Raimunds Schmerlenwels, Aspidoras raimundi",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101447/middle/Raimunds-schmerlenwels-Aspidoras-raimundi-3.jpg,Neuheit
"Rauch-Zebra-Skalar, Pterophyllum scalare Zebra Smoke, DNZ",10.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85641/middle/Rauch-Zebra-Skalar-Pterophyllum-scalare-Zebra-Smoke.jpg,
"Rautenflecken-Zwergwels, Akysis portellus",11.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100028/middle/Rautenflecken-Zwergwels-Akysis-portellus-1.jpg,
"Rautenflecksalmler, Hemigrammus caudovittatus",3.09,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82884/middle/Rautenflecksalmler-Hemigrammus-caudovittatus.jpg,
"Rawa-Biru-Regenbogenfisch, Melanotaenia cf. splendida rubrostriata ""Rawa Biru"" , 5 Tiere",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100668/middle/Rawa-Biru-Regenbogenfisch-Melanotaenia-cf-splendida-rubrostriata-Rawa-Biru-1.jpg,
"Red Devil Salmler, Hyphessobrycon piranga Red Devil (Minifisch)",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102952/middle/Hyphessobrycon-piranga-Red-Devil-23.jpg,Neuheit
"Red-Cap-Cichlide, Lethrinops spec. red cap",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100193/middle/Lethrinops-spec--RED-CAP-10a.jpg,
"Red-Top-Cichlide, Tramitichromis spec. Red Top",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100220/middle/Tramitichromis-intermedius-KAMBIRI-8.jpg,Neuheit
"Regans Zwerghechtbuntbarsch, Crenicichla regani, DNZ",29.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80188/middle/80188-Regans-Zwerghechtbuntbarsch--Crenicichla-regani.jpg,
"Regenbogen-Kongosalmler, Phenacogrammus hilgendorfi",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101839/middle/Regenbogen-Kongosalmler-Phenacogrammus-hilgendorfi-1.jpg,
"Regenbogen-Platy Wagtail, Xiphophorus maculatus",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85097/middle/Xiphophorus-maculatus-Regenbogenplaty-Wagtail-4.jpg,
"Regenbogen-Platy, Xiphophorus maculatus",3.09,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10800/middle/10800-Regenbogen-Platy-Xiphophorus-maculatus.jpg,
"Regenbogenforelle, Oncorhynchus mykiss (Kaltwasser)",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82064/middle/82064-Regenbogenforelle-Oncorhynchus-mykiss-Kaltwasser.jpg,
"Regenbogentetra, Nematobrycon lacortei",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83355/middle/83355-Regenbogentetra-Nematobrycon-lacortei.jpg,
"Rhombenbarbe, Barbus rhomboocellatus",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84139/middle/Barbus-rhomboocellatus-Rhombenbarbe-neu.jpg,
"Riesenbeilbauchsalmler, Gasteropelecus maculatus",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85033/middle/Riesenbeilbauchsalmler-Gasteropelecus-maculatus.jpg,
"Riesendornauge, Pangio myersi",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80041/middle/80041-Riesendornauge--Pangio-myersi.jpg,
"Riesengurami, Osphronemus goramy",33.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84337/middle/Riesengurami-Osphronemus-goramy.jpg,
"Ringelhechtling, Epiplatys annulatus (Minifisch)",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20888/middle/20888-Ringelhechtling--Epiplatys-annulatus--Minifisch-.jpg,
"Ringelsocken-Harnischwels, L204, Panaqolus albivermis ""Flash Pleco"" 7-10 cm",54.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83220/middle/83220-flash-pleco-L204-Panaqolus-albivermis.jpg,
"Rio Nanay Peru Skalar, Pterophyllum scalare ""Rio Nanay""",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101388/middle/Pterophyllum-scalare-RIO-NANAY-PERU-1.jpg,Neuheit
"Rio Negro Bratpfannenwels, Amaralia hypsiura (Rarität!)",69.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83200/middle/83200-Amaralia-hypsiura-rio-negro-bratpfannenwels.jpg,
"Rio Negro-Tigerharnischwels, L169, LDA1, Panaqolus sp., 3-4 cm",54.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84488/middle/LDA1-Panaqolus-sp-Rio-Negro-Tigerharnischwels.jpg,
"Rio-Negro-Panzerwels, Corydoras kanei",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100611/middle/Rio-Negro-Panzerwels-Corydoras-kanei.jpg,
"Rittergrundel, Stigmatogobius sadanundio",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84110/middle/Stigmatogobius-sadanundio-Rittergrundel.jpg,
"Rosafarbener Tigerharnischwels, L226, Panaqolus changae",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84244/middle/L-226-Panaque-changae-Rosafarbener-Tigerharnischwel.jpg,
"Rosenbärbling, Danio roseus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/87449/middle/Danio-roseus.jpg,Neuheit
"Rosensalmler, Hyphessobrycon rosaceus",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81950/middle/Rosensalmler-Hyphessobrycon-rosaceus-neu.jpg,
"Rotauge, Rutilus rutilus (Kaltwasser)",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86608/middle/Ploetze-Rutilus-rutilus.jpg,Neuheit
"Rotblaue Zwergbarbe, Enteromius jae",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102991/middle/Rotblaue-Zwergbarbe-Enteromius-jae-1.jpg,
"Rotblauer Perusalmler, Hyphessobrycon sp Peru-Emperor, DNZ",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85642/middle/Rotblauer-Perusalmler-Hyphessobrycon-sp-rot-blau.jpg,
"Rote Zwergschmerle, Yunnanilus sp. Rosy",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85652/middle/Rote-Zwergschmerle-Yunnanilus-sp--Rosy.jpg,
"Roter Albino Oscar, Pfauenaugenbuntbarsch, Astronotus ocellatus,",10.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84340/middle/Astronotus-ocellatus-RED-ALBINO.jpg,
"Roter Argusfisch, Scatophagus argus atromaculatus",22.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85074/middle/Roter-Argusfisch-Scatophagus-argus-atromaculatus-1-.jpg,
"Roter Badis, Badis ruber",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84362/middle/Badis-ruber-Roter-Badis-1.jpg,
"Roter Calico Platy, Xiphophorus maculatus",3.59,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85095/middle/Xiphophorus-maculatus-Calicoplaty-Rot-5.jpg,
"Roter Ecuadorbuntbarsch, Cichlasoma festae",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83854/middle/Roter--Ecuadorbuntbarsch--Cichlasoma--festae.jpg,
"Roter Komet Platy, Xiphophorus maculatus",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85099/middle/Xiphophorus-maculatus-Kometplaty-Rot-4.jpg,
"Roter Kongosalmler, Alestopetersius brichardi",16.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102964/middle/Roter-Kongosalmler-Alestopetersius-brichardi-1.jpg,
"Roter Laubkampffisch, Betta channoides",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80167/middle/80167-Roter-Laubkampffisch--Betta-channoides.jpg,
"Roter Leopard Molly, Poecilia velifera",5.29,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86000/middle/Roter-Leopardmolly-Xiphophorus-variatus-3-6.jpg,
"Roter Leuchtaugenfisch, Aplocheilichthys luxophtalmus (Minifisch)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86751/middle/Roter-Leuchtaugenfisch-Aplocheilichthys-luxophtalmu.jpg,
"Roter Pacu, Colossoma brachypomum",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85022/middle/Roter-Pacu--Colossoma-brachypomum.jpg,
"Roter Piranha, Serrasalmus nattereri",11.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10820/middle/Roter-Piranha-Serrasalmus-nattereri-1.jpg,
